timestamp,temperature,dew point temperature,relative humidity,atmospheric pressure,wind speed
2015-01-02 19:00:00,6,-9.5,32.5,1030,7.2
2015-01-02 20:00:00,5,-8.5,37.5,1030,9
2015-01-02 21:00:00,4.5,-7,43.5,1030,7.2
2015-01-02 22:00:00,4.5,-5,50.5,1029,9
2015-01-02 23:00:00,3,-5,56,1029,3.6
2015-01-03 00:00:00,2,-4,65,1029,7.2
2015-01-03 01:00:00,3,-3,65,1029,3.6
2015-01-03 02:00:00,3,-4.5,58,1028,5.4
2015-01-03 03:00:00,3,-4,60,1027,5.4
2015-01-03 04:00:00,3.5,-5,54,1027,3.6
2015-01-03 05:00:00,3.5,-5,54,1026.5,7.2
2015-01-03 06:00:00,1.5,-5,62.5,1026.5,5.4
2015-01-03 07:00:00,3,-3.5,62.5,1026,9
2015-01-03 08:00:00,4.5,-2.5,61,1025.5,10.8
2015-01-03 09:00:00,6.5,-1,59,1026,12.6
2015-01-03 10:00:00,7,-0.5,59,1025.5,19.8
2015-01-03 11:00:00,8.5,-2,48,1024,18
2015-01-03 12:00:00,10,-3.5,38.5,1022.5,19.8
2015-01-03 13:00:00,11.5,-4,34,1021.5,18
2015-01-03 14:00:00,12,-4,33,1020.5,18
2015-01-03 15:00:00,12,-4.5,31.5,1020,18
2015-01-03 16:00:00,11,-3,38,1020,12.6
2015-01-03 17:00:00,9.5,-3,41.5,1020,10.8
2015-01-03 18:00:00,8,-2.5,48,1020,10.8
2015-01-03 19:00:00,8,-0.5,55,1019.5,9
2015-01-03 20:00:00,7,0.5,63.5,1019,10.8
2015-01-03 21:00:00,6.5,2,73.5,1019,9
2015-01-03 22:00:00,6.5,2.5,76,1018.5,7.2
2015-01-03 23:00:00,6.5,2.5,76,1018,7.2
2015-01-04 00:00:00,6,3,81,1018,5.4
2015-01-04 01:00:00,6,3,81,1018,5.4
2015-01-04 02:00:00,4,1.5,84,1018,1.8
2015-01-04 03:00:00,4,2.5,90,1017.5,3.6
2015-01-04 04:00:00,3,1,87,1017,0
2015-01-04 05:00:00,3,2,93,1017,0
2015-01-04 06:00:00,2,1,93,1017,3.6
2015-01-04 07:00:00,3,2,93,1018,3.6
2015-01-04 08:00:00,6.5,5,90,1019,3.6
2015-01-04 09:00:00,10.5,3,60,1019,5.4
2015-01-04 10:00:00,13,1.5,45.5,1018.5,5.4
2015-01-04 11:00:00,15,0.5,37.5,1018,3.6
2015-01-04 12:00:00,16.5,-1,30.5,1017.5,5.4
2015-01-04 13:00:00,18,-3,24,1017,5.4
2015-01-04 14:00:00,18,-4,22,1017,5.4
2015-01-04 15:00:00,18,-3.5,23,1017,7.2
2015-01-04 16:00:00,17.5,-3.5,24,1016.5,9
2015-01-04 17:00:00,15.5,-3.5,27,1016.5,12.6
2015-01-04 18:00:00,13.5,-3,32.5,1017,9
2015-01-04 19:00:00,12,0.5,45.5,1017,10.8
2015-01-04 20:00:00,11,1,50,1017,9
2015-01-04 21:00:00,10,1,54,1017,7.2
2015-01-04 22:00:00,10,1.5,56,1016.5,10.8
2015-01-04 23:00:00,9.5,3.5,66.5,1016,7.2
2015-01-05 00:00:00,9.5,4,68.5,1016,7.2
2015-01-05 01:00:00,10,4,66,1016,12.6
2015-01-05 02:00:00,10,6.5,79,1015,18
2015-01-05 03:00:00,10,8.5,90.5,1015,10.8
2015-01-05 04:00:00,10.5,9.5,94,1014,10.8
2015-01-05 05:00:00,11.5,10.5,94,1014,14.4
2015-01-05 06:00:00,12,11,94,1014,19.8
2015-01-05 07:00:00,12,11,94,1014,18
2015-01-05 08:00:00,12,12,100,1014,14.4
2015-01-05 09:00:00,14,12,88.5,1014,18
2015-01-05 10:00:00,17,9,60,1013.5,19.8
2015-01-05 11:00:00,18.5,7,47.5,1012.5,23.4
2015-01-05 12:00:00,19.5,6,41.5,1011,19.8
2015-01-05 13:00:00,19,5,40,1011,14.4
2015-01-05 14:00:00,19,5,40,1010.5,10.8
2015-01-05 15:00:00,18,4,39.5,1011,10.8
2015-01-05 16:00:00,17,3.5,40.5,1011,10.8
2015-01-05 17:00:00,16,3,42,1011.5,9
2015-01-05 18:00:00,16,3.5,43.5,1012,10.8
2015-01-05 19:00:00,15.5,4,46.5,1012.5,7.2
2015-01-05 20:00:00,15,4.5,49.5,1013,5.4
2015-01-05 21:00:00,15,7.5,61,1013,10.8
2015-01-05 22:00:00,14.5,8,65,1014,18
2015-01-05 23:00:00,14,7.5,65,1014.5,18
2015-01-06 00:00:00,12.5,5,60,1015.5,25.2
2015-01-06 01:00:00,11.5,4.5,62,1016.5,19.8
2015-01-06 02:00:00,10.5,4.5,66.5,1017,27
2015-01-06 03:00:00,10,5.5,73.5,1017.5,27
2015-01-06 04:00:00,9,7,87,1018,27
2015-01-06 05:00:00,9,5.5,79,1019,28.8
2015-01-06 06:00:00,9,5,76,1020,28.8
2015-01-06 07:00:00,8.5,5,78.5,1021.5,28.8
2015-01-06 08:00:00,8,4.5,78.5,1022.5,28.8
2015-01-06 09:00:00,7.5,4,78.5,1023.5,27
2015-01-06 10:00:00,6.5,3.5,81,1024,25.2
2015-01-06 11:00:00,7,1.5,68.5,1023,28.8
2015-01-06 12:00:00,7,-0.5,59,1023,28.8
2015-01-06 13:00:00,7,-1,57,1022,30.6
2015-01-06 14:00:00,6,0,66,1022,28.8
2015-01-06 15:00:00,6,-1,61,1023,25.2
2015-01-06 16:00:00,5,-1,65,1023,28.8
2015-01-06 17:00:00,3.5,0.5,81,1024,18
2015-01-06 18:00:00,3,1,87,1024.5,14.4
2015-01-06 19:00:00,3,0.5,84,1025,16.2
2015-01-06 20:00:00,3,0,81,1025,21.6
2015-01-06 21:00:00,3,0,81,1026,19.8
2015-01-06 22:00:00,3,0,81,1026,16.2
2015-01-06 23:00:00,3,-1,75,1026,18
2015-01-07 00:00:00,3,-1,75,1025.5,18
2015-01-07 01:00:00,3,-1.5,72.5,1025,16.2
2015-01-07 02:00:00,3,-2,70,1025.5,18
2015-01-07 03:00:00,3,-2,70,1026,14.4
2015-01-07 04:00:00,3,-2,70,1025.5,16.2
2015-01-07 05:00:00,3,-2,70,1026,16.2
2015-01-07 06:00:00,3,-2,70,1027,16.2
2015-01-07 07:00:00,3,-3,65,1027,18
2015-01-07 08:00:00,3.5,-3,63,1028,18
2015-01-07 09:00:00,4,-3,61,1028,16.2
2015-01-07 10:00:00,5,-2.5,59,1028,19.8
2015-01-07 11:00:00,6,-4,49,1028,21.6
2015-01-07 12:00:00,6.5,-4,47.5,1027,19.8
2015-01-07 13:00:00,7,-5,43,1027,21.6
2015-01-07 14:00:00,7,-5,43,1027,23.4
2015-01-07 15:00:00,7,-5,43,1027.5,19.8
2015-01-07 16:00:00,6.5,-5,44.5,1028.5,18
2015-01-07 17:00:00,5.5,-5,47.5,1029,18
2015-01-07 18:00:00,5,-5,49,1030,16.2
2015-01-07 19:00:00,4.5,-5,50.5,1030,16.2
2015-01-07 20:00:00,4.5,-5,50.5,1030,18
2015-01-07 21:00:00,3,-3.5,62.5,1031,10.8
2015-01-07 22:00:00,2,-3,70,1031,12.6
2015-01-07 23:00:00,1,-3,75,1031,10.8
2015-01-08 00:00:00,1,-3,75,1031,9
2015-01-08 01:00:00,1.5,-3,72.5,1031,9
2015-01-08 02:00:00,2,-3,70,1031.5,10.8
2015-01-08 03:00:00,1,-3,75,1032,9
2015-01-08 04:00:00,1,-3,75,1032,10.8
2015-01-08 05:00:00,1,-3,75,1032,10.8
2015-01-08 06:00:00,1,-3,75,1033,9
2015-01-08 07:00:00,1,-3,75,1033,9
2015-01-08 08:00:00,2.5,-3,67.5,1033.5,10.8
2015-01-08 09:00:00,4.5,-3.5,56.5,1033.5,16.2
2015-01-08 10:00:00,5.5,-5,47.5,1033,16.2
2015-01-08 11:00:00,7,-7.5,35.5,1032,16.2
2015-01-08 12:00:00,8,-7.5,33,1030.5,14.4
2015-01-08 13:00:00,8.5,-9,28.5,1030,18
2015-01-08 14:00:00,9,-10,25,1030,16.2
2015-01-08 15:00:00,9,-9,27,1030,18
2015-01-08 16:00:00,8,-10,27,1031,16.2
2015-01-08 17:00:00,6.5,-10.5,29,1031,14.4
2015-01-08 18:00:00,5.5,-10,32,1031,9
2015-01-08 19:00:00,5,-9.5,34.5,1031,10.8
2015-01-08 20:00:00,4.5,-8.5,39,1031,9
2015-01-08 21:00:00,4,-7.5,43.5,1031,7.2
2015-01-08 22:00:00,3.5,-6.5,48.5,1031,7.2
2015-01-08 23:00:00,2.5,-5,58,1031,7.2
2015-01-09 00:00:00,3.5,-4,58,1031,3.6
2015-01-09 01:00:00,3.5,-4.5,56,1031,3.6
2015-01-09 02:00:00,2.5,-4,62.5,1031,0
2015-01-09 03:00:00,2,-3,70,1030.5,3.6
2015-01-09 04:00:00,1.5,-2.5,75,1030,5.4
2015-01-09 05:00:00,1,-2.5,78,1030.5,7.2
2015-01-09 06:00:00,0.5,-2.5,80.5,1030.5,3.6
2015-01-09 07:00:00,1.5,-2,78,1031,1.8
2015-01-09 08:00:00,3.5,-2,67.5,1031,5.4
2015-01-09 09:00:00,6,-2,57,1031.5,7.2
2015-01-09 10:00:00,8,-3.5,44.5,1031,9
2015-01-09 11:00:00,9,-2.5,44.5,1029.5,10.8
2015-01-09 12:00:00,10,-2.5,41.5,1029,10.8
2015-01-09 13:00:00,11,-3,38,1028,10.8
2015-01-09 14:00:00,11,-3.5,36.5,1028,10.8
2015-01-09 15:00:00,11,-3.5,36.5,1027.5,10.8
2015-01-09 16:00:00,10.5,-3,39,1028,10.8
2015-01-09 17:00:00,10,-2.5,41.5,1028.5,10.8
2015-01-09 18:00:00,9,-3,43,1029,7.2
2015-01-09 19:00:00,7.5,-2.5,49.5,1029,7.2
2015-01-09 20:00:00,6.5,-2,55,1029,9
2015-01-09 21:00:00,6.5,-2,55,1029,3.6
2015-01-09 22:00:00,6.5,-2,55,1029,1.8
2015-01-09 23:00:00,5,-1.5,63.5,1028,1.8
2015-01-10 00:00:00,4,-1.5,67.5,1028,1.8
2015-01-10 01:00:00,4,-1,70,1029,1.8
2015-01-10 02:00:00,3,-1,75,1028,7.2
2015-01-10 03:00:00,2.5,-1,78,1028,7.2
2015-01-10 04:00:00,2,-1,81,1028,3.6
2015-01-10 05:00:00,3,-0.5,78,1028,3.6
2015-01-10 06:00:00,3,0,81,1028.5,3.6
2015-01-10 07:00:00,3.5,-0.5,75.5,1029,1.8
2015-01-10 08:00:00,5,1,75.5,1029,3.6
2015-01-10 09:00:00,7.5,1,64,1030,5.4
2015-01-10 10:00:00,9.5,1,56,1029,10.8
2015-01-10 11:00:00,11.5,1,48.5,1028,10.8
2015-01-10 12:00:00,12.5,0.5,44,1027,9
2015-01-10 13:00:00,14,-1,35.5,1026,10.8
2015-01-10 14:00:00,14.5,-2.5,31,1026,10.8
2015-01-10 15:00:00,14,-3.5,30,1026,10.8
2015-01-10 16:00:00,13.5,-2.5,33.5,1027,10.8
2015-01-10 17:00:00,12,-4,33,1027,9
2015-01-10 18:00:00,10,-3.5,39,1027,7.2
2015-01-10 19:00:00,8.5,-2.5,46.5,1027,5.4
2015-01-10 20:00:00,8,-1,53,1027,7.2
2015-01-10 21:00:00,7.5,-1,55,1027,5.4
2015-01-10 22:00:00,5.5,-0.5,65.5,1026,3.6
2015-01-10 23:00:00,5,0,70,1026,3.6
2015-01-11 00:00:00,4.5,0.5,75.5,1026,3.6
2015-01-11 01:00:00,3.5,0.5,81,1026,3.6
2015-01-11 02:00:00,3.5,0.5,81,1026,1.8
2015-01-11 03:00:00,2.5,0.5,87,1026,1.8
2015-01-11 04:00:00,2.5,0.5,87,1026,3.6
2015-01-11 05:00:00,3.5,-0.5,75,1027,5.4
2015-01-11 06:00:00,2.5,-1,78,1027,1.8
2015-01-11 07:00:00,2.5,-0.5,81,1027.5,3.6
2015-01-11 08:00:00,5,1,75.5,1028.5,5.4
2015-01-11 09:00:00,8.5,2,64,1029,5.4
2015-01-11 10:00:00,11.5,1,48.5,1029,7.2
2015-01-11 11:00:00,13.5,0.5,41,1028.5,14.4
2015-01-11 12:00:00,15,-0.5,35,1027.5,14.4
2015-01-11 13:00:00,15,-1,34,1027,14.4
2015-01-11 14:00:00,15.5,-1.5,31,1027,12.6
2015-01-11 15:00:00,15,-1.5,32.5,1027.5,14.4
2015-01-11 16:00:00,13.5,0,39.5,1028,14.4
2015-01-11 17:00:00,12,0,44,1029,12.6
2015-01-11 18:00:00,11,0,47,1029.5,10.8
2015-01-11 19:00:00,9.5,2,60,1030,18
2015-01-11 20:00:00,9,3,66,1030.5,18
2015-01-11 21:00:00,8,4,76,1031.5,23.4
2015-01-11 22:00:00,7,4,81,1032,19.8
2015-01-11 23:00:00,7,4,81,1032,19.8
2015-01-12 00:00:00,6.5,3,78.5,1032,21.6
2015-01-12 01:00:00,6,2,76,1032.5,19.8
2015-01-12 02:00:00,6,2,76,1033,16.2
2015-01-12 03:00:00,5.5,1.5,76,1032.5,16.2
2015-01-12 04:00:00,5,1,76,1032.5,16.2
2015-01-12 05:00:00,5,1,76,1033,10.8
2015-01-12 06:00:00,5,1,76,1033,12.6
2015-01-12 07:00:00,5,1,76,1034,9
2015-01-12 08:00:00,6,0.5,68,1035,14.4
2015-01-12 09:00:00,7.5,0.5,61.5,1036,16.2
2015-01-12 10:00:00,8,0.5,59.5,1036,14.4
2015-01-12 11:00:00,9,0,54,1035.5,14.4
2015-01-12 12:00:00,9,0,54,1034,14.4
2015-01-12 13:00:00,9,-1,50,1033,16.2
2015-01-12 14:00:00,9,0,54,1032.5,14.4
2015-01-12 15:00:00,8,0,57,1032,18
2015-01-12 16:00:00,8,0,57,1032.5,16.2
2015-01-12 17:00:00,7,0,61,1033.5,14.4
2015-01-12 18:00:00,7,0,61,1034,18
2015-01-12 19:00:00,7,0,61,1034,18
2015-01-12 20:00:00,7,0,61,1033,18
2015-01-12 21:00:00,6,0,66,1034,12.6
2015-01-12 22:00:00,6,1,70,1034,14.4
2015-01-12 23:00:00,6,0.5,68,1034.5,12.6
2015-01-13 00:00:00,6,1,70,1032.5,14.4
2015-01-13 01:00:00,6,1,70,1031.5,9
2015-01-13 02:00:00,6,1,70,1032,9
2015-01-13 03:00:00,6,1,70,1032,12.6
2015-01-13 04:00:00,6,2,76,1031.5,12.6
2015-01-13 05:00:00,7,2,71,1030.5,12.6
2015-01-13 06:00:00,7,2.5,73.5,1030.5,16.2
2015-01-13 07:00:00,7,3,76,1031,10.8
2015-01-13 08:00:00,8,3,71,1031,10.8
2015-01-13 09:00:00,8,3,71,1031.5,14.4
2015-01-13 10:00:00,9,4,71,1032,16.2
2015-01-13 11:00:00,9,4,71,1030.5,16.2
2015-01-13 12:00:00,10,4,66,1028.5,18
2015-01-13 13:00:00,9.5,4.5,71,1028,16.2
2015-01-13 14:00:00,9,5.5,79,1028,16.2
2015-01-13 15:00:00,8.5,5.5,81.5,1028,14.4
2015-01-13 16:00:00,8,6,87,1027.5,18
2015-01-13 17:00:00,8,6,87,1027,19.8
2015-01-13 18:00:00,8,6,87,1027,16.2
2015-01-13 19:00:00,8,7,93,1027,16.2
2015-01-13 20:00:00,8,7,93,1027,16.2
2015-01-13 21:00:00,8,7,93,1027,16.2
2015-01-13 22:00:00,8,7,93,1026.5,12.6
2015-01-13 23:00:00,8,8,100,1025.5,12.6
2015-01-14 00:00:00,9,8,93,1024.5,14.4
2015-01-14 01:00:00,9,8,93,1024,16.2
2015-01-14 02:00:00,9,8,93,1024,18
2015-01-14 03:00:00,8.5,7.5,93,1024,18
2015-01-14 04:00:00,8,7,93,1024,21.6
2015-01-14 05:00:00,8,7,93,1024,23.4
2015-01-14 06:00:00,7.5,6,90,1025,28.8
2015-01-14 07:00:00,7,6.5,96.5,1025,18
2015-01-14 08:00:00,7,6.5,96.5,1025,18
2015-01-14 09:00:00,8,7,93,1026,18
2015-01-14 10:00:00,8,7,93,1025.5,21.6
2015-01-14 11:00:00,8,7,93,1025,19.8
2015-01-14 12:00:00,8.5,7,90,1024.5,19.8
2015-01-14 13:00:00,9,7,87,1024,19.8
2015-01-14 14:00:00,9,7,87,1024,19.8
2015-01-14 15:00:00,8.5,7.5,93,1025,21.6
2015-01-14 16:00:00,8,7,93,1025,18
2015-01-14 17:00:00,8,7,93,1026,19.8
2015-01-14 18:00:00,8,7,93,1026,19.8
2015-01-14 19:00:00,8,7,93,1026,19.8
2015-01-14 20:00:00,8,7,93,1026,18
2015-01-14 21:00:00,8,7,93,1026,16.2
2015-01-14 22:00:00,8,6.5,90,1027,16.2
2015-01-14 23:00:00,8,6,87,1026.5,12.6
2015-01-15 00:00:00,7.5,6,90,1026,14.4
2015-01-15 01:00:00,7,6,93,1026.5,16.2
2015-01-15 02:00:00,7,6,93,1027,14.4
2015-01-15 03:00:00,7,6,93,1026.5,14.4
2015-01-15 04:00:00,7,6,93,1026.5,14.4
2015-01-15 05:00:00,7,6,93,1027,12.6
2015-01-15 06:00:00,7,6,93,1027.5,14.4
2015-01-15 07:00:00,7,6,93,1028,10.8
2015-01-15 08:00:00,7,6,93,1028.5,12.6
2015-01-15 09:00:00,7,6,93,1029,14.4
2015-01-15 10:00:00,7,5.5,90,1029,16.2
2015-01-15 11:00:00,8,5,81,1028.5,18
2015-01-15 12:00:00,8,5,81,1028,14.4
2015-01-15 13:00:00,8,4,76,1027,18
2015-01-15 14:00:00,9,3.5,68.5,1026.5,16.2
2015-01-15 15:00:00,8,3,71,1026,14.4
2015-01-15 16:00:00,8,3,71,1026,14.4
2015-01-15 17:00:00,8,3,71,1026.5,14.4
2015-01-15 18:00:00,8,3,71,1027,16.2
2015-01-15 19:00:00,8,3,71,1027,12.6
2015-01-15 20:00:00,7,2.5,73.5,1027,9
2015-01-15 21:00:00,7,3,76,1027,9
2015-01-15 22:00:00,5.5,2,78.5,1026.5,9
2015-01-15 23:00:00,6,3,81,1026,10.8
2015-01-16 00:00:00,5,2,81,1026,10.8
2015-01-16 01:00:00,5,3,87,1026,7.2
2015-01-16 02:00:00,6,3,81,1026,10.8
2015-01-16 03:00:00,6,3,81,1026,9
2015-01-16 04:00:00,6,2.5,78.5,1025.5,7.2
2015-01-16 05:00:00,6,2.5,78.5,1025.5,3.6
2015-01-16 06:00:00,6,3,81,1026,3.6
2015-01-16 07:00:00,6,3,81,1026,3.6
2015-01-16 08:00:00,7,2.5,73.5,1026.5,7.2
2015-01-16 09:00:00,7.5,2,68.5,1027,10.8
2015-01-16 10:00:00,8,2,66,1027,14.4
2015-01-16 11:00:00,8,2,66,1026,14.4
2015-01-16 12:00:00,8,2,66,1025.5,18
2015-01-16 13:00:00,8,1.5,64,1025,19.8
2015-01-16 14:00:00,8,1.5,64,1025,18
2015-01-16 15:00:00,8,2,66,1025,21.6
2015-01-16 16:00:00,8,2,66,1025.5,16.2
2015-01-16 17:00:00,8,3,71,1026.5,16.2
2015-01-16 18:00:00,8,3,71,1027,16.2
2015-01-16 19:00:00,8,2.5,68.5,1028,18
2015-01-16 20:00:00,7,2,71,1029,23.4
2015-01-16 21:00:00,6.5,1,68,1030,21.6
2015-01-16 22:00:00,5.5,0.5,71,1030,19.8
2015-01-16 23:00:00,5,0.5,73,1031,14.4
2015-01-17 00:00:00,4.5,0,72.5,1031,12.6
2015-01-17 01:00:00,4,0,75,1031,9
2015-01-17 02:00:00,4,0.5,78,1031,7.2
2015-01-17 03:00:00,4,1,81,1031.5,10.8
2015-01-17 04:00:00,4,0.5,78,1032,16.2
2015-01-17 05:00:00,3.5,-2,67.5,1032,23.4
2015-01-17 06:00:00,3,-3,65,1033,18
2015-01-17 07:00:00,2,-3,70,1033.5,16.2
2015-01-17 08:00:00,3.5,-2,67.5,1034,14.4
2015-01-17 09:00:00,4.5,-1.5,65,1034.5,18
2015-01-17 10:00:00,5.5,-2.5,57,1035,21.6
2015-01-17 11:00:00,6.5,-2.5,53,1034,16.2
2015-01-17 12:00:00,7,-3,49,1033,18
2015-01-17 13:00:00,6.5,-3,51,1032.5,14.4
2015-01-17 14:00:00,6.5,-3,51,1032,19.8
2015-01-17 15:00:00,6,-2.5,55,1032,16.2
2015-01-17 16:00:00,5,-3.5,55,1032,18
2015-01-17 17:00:00,4.5,-3.5,56.5,1032,16.2
2015-01-17 18:00:00,4.5,-3,59,1032.5,10.8
2015-01-17 19:00:00,5,-3,57,1033,12.6
2015-01-17 20:00:00,5,-3.5,55,1033,12.6
2015-01-17 21:00:00,4,-3,61,1032,10.8
2015-01-17 22:00:00,4,-3,61,1032,10.8
2015-01-17 23:00:00,4,-3,61,1031,3.6
2015-01-18 00:00:00,3,-3,65,1031,1.8
2015-01-18 01:00:00,3,-3,65,1031,5.4
2015-01-18 02:00:00,2.5,-2,72.5,1030,1.8
2015-01-18 03:00:00,1.5,-1.5,81,1029,7.2
2015-01-18 04:00:00,1.5,-2,78,1029,1.8
2015-01-18 05:00:00,1,-2,81,1029,1.8
2015-01-18 06:00:00,1,-2,81,1028,0
2015-01-18 07:00:00,2.5,0,84,1028,7.2
2015-01-18 08:00:00,4.5,0,72.5,1028,7.2
2015-01-18 09:00:00,5.5,0,68,1029,12.6
2015-01-18 10:00:00,6.5,0,63.5,1028,12.6
2015-01-18 11:00:00,8,0.5,59.5,1027,16.2
2015-01-18 12:00:00,8,0.5,59.5,1026,21.6
2015-01-18 13:00:00,8.5,0.5,57.5,1024.5,19.8
2015-01-18 14:00:00,9,-1.5,48,1024,25.2
2015-01-18 15:00:00,9.5,-1.5,46.5,1024,23.4
2015-01-18 16:00:00,9,-2,46,1024,16.2
2015-01-18 17:00:00,9,-2.5,44.5,1024.5,18
2015-01-18 18:00:00,8.5,-2,48,1025,16.2
2015-01-18 19:00:00,8,-1.5,51.5,1025.5,12.6
2015-01-18 20:00:00,7,-1,57,1026,9
2015-01-18 21:00:00,7,0,61,1027,10.8
2015-01-18 22:00:00,5,0,70,1027,7.2
2015-01-18 23:00:00,4,0,75.5,1027.5,7.2
2015-01-19 00:00:00,4.5,0,72.5,1027,10.8
2015-01-19 01:00:00,4,0,75,1027,9
2015-01-19 02:00:00,3,0,81,1028,7.2
2015-01-19 03:00:00,3,0,81,1027.5,3.6
2015-01-19 04:00:00,2,0,87,1027.5,5.4
2015-01-19 05:00:00,3,0,81,1027.5,1.8
2015-01-19 06:00:00,2.5,-0.5,81,1028.5,3.6
2015-01-19 07:00:00,3,-1,75.5,1029,5.4
2015-01-19 08:00:00,5.5,0.5,70,1029,5.4
2015-01-19 09:00:00,7.5,-1,55,1029.5,16.2
2015-01-19 10:00:00,9.5,-3,41.5,1029.5,16.2
2015-01-19 11:00:00,11,-5.5,31.5,1029,14.4
2015-01-19 12:00:00,11,-7.5,27,1028.5,12.6
2015-01-19 13:00:00,12,-7,26,1028,12.6
2015-01-19 14:00:00,12,-7.5,25,1027.5,12.6
2015-01-19 15:00:00,12,-8,24,1027,12.6
2015-01-19 16:00:00,10.5,-9,25,1027.5,10.8
2015-01-19 17:00:00,9.5,-9,26.5,1028,10.8
2015-01-19 18:00:00,9,-9,27,1028,9
2015-01-19 19:00:00,8,-1.5,51.5,1028,10.8
2015-01-19 20:00:00,7.5,-3,47.5,1028,9
2015-01-19 21:00:00,7,-2.5,51,1028,9
2015-01-19 22:00:00,7,-3,49,1028,9
2015-01-19 23:00:00,6,-1,61,1028,7.2
2015-01-20 00:00:00,6,-1,61,1027.5,14.4
2015-01-20 01:00:00,6,0,66,1027,9
2015-01-20 02:00:00,6,0,66,1026,7.2
2015-01-20 03:00:00,5.5,0,68,1027,5.4
2015-01-20 04:00:00,5.5,0,68,1026,7.2
2015-01-20 05:00:00,5.5,0.5,70,1027,7.2
2015-01-20 06:00:00,6,1,70,1026,12.6
2015-01-20 07:00:00,6.5,1,68,1026,10.8
2015-01-20 08:00:00,7,1.5,68.5,1027,12.6
2015-01-20 09:00:00,8,2,66,1026.5,19.8
2015-01-20 10:00:00,8.5,2,64,1026,21.6
2015-01-20 11:00:00,9.5,3,64,1025.5,19.8
2015-01-20 12:00:00,10.5,2.5,58,1024,21.6
2015-01-20 13:00:00,11,3,58,1023,19.8
2015-01-20 14:00:00,11,2.5,56,1021.5,19.8
2015-01-20 15:00:00,11,3,58,1021,21.6
2015-01-20 16:00:00,11,3,58,1021.5,18
2015-01-20 17:00:00,10,4,66,1022,14.4
2015-01-20 18:00:00,10,4,66,1022,18
2015-01-20 19:00:00,10,4,66,1022,14.4
2015-01-20 20:00:00,10,4.5,68.5,1022,16.2
2015-01-20 21:00:00,10,5,71,1022,18
2015-01-20 22:00:00,9,5,76,1022.5,14.4
2015-01-20 23:00:00,9,6,82,1022,21.6
2015-01-21 00:00:00,9,6,82,1022,14.4
2015-01-21 01:00:00,9,7,87,1022,14.4
2015-01-21 02:00:00,8.5,7,90,1022,10.8
2015-01-21 03:00:00,7.5,5.5,87,1021.5,9
2015-01-21 04:00:00,6.5,5.5,93,1021,9
2015-01-21 05:00:00,6,5,93,1021,7.2
2015-01-21 06:00:00,6,5,93,1021,7.2
2015-01-21 07:00:00,6,5,93,1021,7.2
2015-01-21 08:00:00,7.5,6,90,1022,7.2
2015-01-21 09:00:00,9.5,6.5,81.5,1021.5,12.6
